Event ID,Event Name,Start Date/Time,End Date/Time,Event Agency,Event Type,Event Borough,Event Location,Event Street Side,Street Closure Type,Community Board,Police Precinct,latitude,longitude
815548,Netflix DOCS NYC Visionaries Lunch,11/13/2024 12:01:00 AM,11/13/2024 11:30:00 PM,Street Activity Permit Office,Production Event,Manhattan,BROADWAY between WEST   36 STREET and WEST   37 STREET,East,Sidewalk and Curb Lane Closure,"5,","14,",40.7783726,-73.982143
807444,Bonds Across the Ocean- A U.S.-Japan Tourism Celebration,09/23/2024 05:00:00 PM,09/23/2024 09:00:00 PM,Street Activity Permit Office,Production Event,Manhattan,"BROADWAY between WEST   36 STREET and WEST   37 STREET,  6 AVENUE between WEST   36 STREET and WEST   37 STREET",Both,Curb Lane Only,"5,","14,",40.7783726,-73.982143
806732,Transformers One Movie Premiere After Party,09/17/2024 12:00:00 AM,09/17/2024 11:30:00 PM,Street Activity Permit Office,Production Event,Manhattan,BROADWAY between WEST   37 STREET and WEST   36 STREET,East,Curb Lane Only,"5,","14,",40.7783726,-73.982143
798425,BARAAT PROCESSION,08/24/2024 08:00:00 AM,08/24/2024 11:00:00 AM,Police Department,Parade,Manhattan,"BROADWAY between WEST   38 STREET and WEST   37 STREET,  BROADWAY between WEST   38 STREET and WEST   36 STREET,  BROADWAY between WEST   36 STREET and WEST   35 STREET",East,Curb Lane Only,"5,","14,",40.7783726,-73.982143
818373,Nordstrom Holiday Store Display,11/24/2024 08:00:00 AM,11/24/2024 10:00:00 PM,Street Activity Permit Office,Production Event,Manhattan,"BROADWAY between WEST   57 STREET and WEST   58 STREET,  WEST   57 STREET between BROADWAY and SEVENTH AVENUE,  WEST   57 STREET between BROADWAY and 8 AVENUE",West,Curb Lane Only,"4, 5,","18,",40.7783726,-73.982143
748817,CERT Community Fair,07/14/2024 10:00:00 AM,07/14/2024 06:00:00 PM,Street Activity Permit Office,Single Block Festival,Manhattan,BROADWAY between WEST   60 STREET and WEST   61 STREET,Full,Full Street Closure,"7,","20,",40.7783726,-73.982143
747879,West Side Fair,10/13/2024 10:00:00 AM,10/13/2024 06:00:00 PM,Street Activity Permit Office,Street Festival,Manhattan,BROADWAY between WEST   72 STREET and WEST   82 STREET,Full,Full Street Closure,"7,","20,",40.7783726,-73.982143
806811,BT__Ben Schwartz  Friends 2024,09/14/2024 06:30:00 PM,09/14/2024 08:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,BROADWAY between WEST   74 STREET and WEST   75 STREET,East,Curb Lane Only,"7,","20,",40.7783726,-73.982143
815442,Holiday Catering Pickup,11/19/2024 08:00:00 AM,12/03/2024 08:00:00 PM,Street Activity Permit Office,Production Event,Manhattan,"BROADWAY between WEST   76 STREET and WEST   75 STREET,  BROADWAY between WEST   74 STREET and WEST   75 STREET",West,Curb Lane Only,"7,","20,",40.7783726,-73.982143
812021,Honda Prologue Staging,10/15/2024 12:01:00 AM,10/15/2024 10:00:00 AM,Street Activity Permit Office,Street Event,Manhattan,BROADWAY between WEST   76 STREET and WEST   77 STREET,East,Curb Lane Only,"7,","20,",40.7783726,-73.982143
747859,35th Annual Broadway Mall Festival,08/18/2024 10:00:00 AM,08/18/2024 06:00:00 PM,Street Activity Permit Office,Street Festival,Manhattan,BROADWAY between WEST   86 STREET and WEST   93 STREET,Full,Full Street Closure,"7,","24,",40.7783726,-73.982143
747874,31st Annual Fall Symphony Fair,09/15/2024 10:00:00 AM,09/15/2024 06:00:00 PM,Street Activity Permit Office,Street Festival,Manhattan,BROADWAY between WEST   86 STREET and WEST   96 STREET,Full,Full Street Closure,"7,","24,",40.7783726,-73.982143
747854,VRLDC Summer Fair,08/04/2024 10:00:00 AM,08/04/2024 06:00:00 PM,Street Activity Permit Office,Street Festival,Manhattan,BROADWAY between WEST   96 STREET and WEST  106 STREET,Full,Full Street Closure,"7,","24,",40.7783726,-73.982143
748533,31st Annual Upper Broadway Fall Fair,09/28/2024 10:00:00 AM,09/28/2024 06:00:00 PM,Street Activity Permit Office,Street Festival,Manhattan,BROADWAY between WEST  110 STREET and WEST  116 STREET,Full,Full Street Closure,"9,","26,",40.7783726,-73.982143
751690,"Columbia Thursday, Sunday Greenmarket",11/14/2024 08:00:00 AM,11/14/2024 06:00:00 PM,Street Activity Permit Office,Farmers Market,Manhattan,BROADWAY between WEST  113 STREET and WEST  116 STREET,East,Sidewalk and Curb Lane Closure,"9,","26,",40.7783726,-73.982143
759785,BMF - Neutrogena Branded Coffee Cart Event,02/08/2024 08:00:00 AM,02/08/2024 03:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,BROADWAY between WEST  116 STREET and WEST  120 STREET,East,Sidewalk and Curb Lane Closure,"9,","26,",40.7783726,-73.982143
802337,Barnard College student move in,08/28/2024 08:00:00 AM,09/02/2024 04:00:00 PM,Street Activity Permit Office,Production Event,Manhattan,"BROADWAY between WEST  120 STREET and WEST  116 STREET,  WEST  121 STREET between BROADWAY and AMSTERDAM AVENUE,  AMSTERDAM AVENUE between WEST  120 STREET and WEST  121 STREET,  WEST  116 STREET between BROADWAY and RIVERSIDE DRIVE,  MANHATTAN AVENUE between WEST  110 STREET and WEST  109 STREET,  CLAREMONT AVENUE between WEST  119 STREET and WEST  116 STREET",West,Curb Lane Only,"7, 9,","24, 26,",40.7783726,-73.982143
802852,Student  Move-In Days,08/14/2024 08:00:00 AM,08/15/2024 06:00:00 PM,Street Activity Permit Office,Production Event,Manhattan,BROADWAY between WEST  120 STREET and WEST  121 STREET,West,Curb Lane Only,"9,","26,",40.7783726,-73.982143
815555,Columbia University Football,10/26/2024 06:00:00 AM,10/26/2024 06:00:00 PM,Street Activity Permit Office,Production Event,Manhattan,BROADWAY between WEST  218 STREET and WEST  220 STREET,West,Curb Lane Only,"12,","34,",40.7783726,-73.982143
747847,Broadway Summer Fair,07/14/2024 10:00:00 AM,07/14/2024 06:00:00 PM,Street Activity Permit Office,Street Festival,Manhattan,BROADWAY between WEST 65 STREET and WEST 72 STREET,Full,Full Street Closure,"7,","20,",40.7783726,-73.982143
806591,ISDIN - Broadway - NYFTA,10/05/2024 08:00:00 AM,10/05/2024 10:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,BROADWAY between WEST HOUSTON STREET and PRINCE STREET,West,Sidewalk and Curb Lane Closure,"2,","1, 5,",40.7783726,-73.982143
805144,Trick or Streets,10/31/2024 03:00:00 PM,10/31/2024 06:00:00 PM,Street Activity Permit Office,Open Street Partner Event,Manhattan,BROOME STREET between ESSEX STREET and NORFOLK STREET,Full,Full Street Closure,"3,","7,",40.7200095,-73.9956017
801403,KS Curb Lane,08/17/2024 11:00:00 AM,08/18/2024 06:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,"BROOME STREET between GREENE STREET and MERCER STREET,  BROOME STREET between GREENE STREET and MERCER STREET",North,Curb Lane Only,"2,","1,",40.7200095,-73.9956017
792995,Production Parking - Load-in   Load-out,06/25/2024 12:00:00 AM,06/27/2024 11:59:00 PM,Street Activity Permit Office,Production Event,Manhattan,BROOME STREET between LAFAYETTE STREET and CROSBY STREET,West,Curb Lane Only,"2,","5,",40.7200095,-73.9956017
815401,H and M Digital,10/23/2024 04:30:00 PM,10/24/2024 07:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,"BROOME STREET between MOTT STREET and MULBERRY STREET,  MOTT STREET between BROOME STREET and KENMARE STREET",North,Curb Lane Only,"2,","5,",40.7200095,-73.9956017
798135,Shoppe Object,08/04/2024 09:00:00 AM,08/06/2024 06:00:00 PM,Street Activity Permit Office,Production Event,Manhattan,BROOME STREET between SUFFOLK STREET and NORFOLK STREET,Both,Curb Lane Only,"3,","7,",40.7200095,-73.9956017
784771,BSA Family Welcome Event,08/16/2024 11:30:00 AM,08/16/2024 04:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,BROOME STREET between VARICK STREET and 6TH AVENUE,Both,Full Street Closure,"2,","1,",40.7200095,-73.9956017
730472,9/11 Memorial 5K Run/Walk,04/28/2024 08:00:00 AM,04/28/2024 10:30:00 AM,Police Department,Athletic Race / Tour,Manhattan,"Battery Park: Battery Park , RIVER TERRACE between NORTH END AVENUE and CHAMBERS STREET,  GREENWICH STREET between CORTLANDT WAY and FULTON STREET,  NORTH END AVENUE between VESEY STREET and RIVER TERRACE,  CHAMBERS STREET between RIVER TERRACE and WEST STREET,  BATTERY PLACE between 2 PLACE and LITTLE WEST STREET,  GREENWICH STREET between BATTERY PLACE and MORRIS STREET,  TRINITY PLACE between MORRIS STREET and EDGAR STREET,  EDGAR STREET between TRINITY PLACE and GREENWICH STREET,  GREENWICH STREET between EDGAR STREET and CORTLANDT WAY",,Full Street Closure,"1,","1,",40.7011,-74.0152
756117,Ignite community outreach,04/13/2024 10:00:00 AM,04/13/2024 01:00:00 PM,Police Department,Parade,Manhattan,"Brooklyn Bridge: Brooklyn Bridge Pedestrian: 1  between Park Row (S) and Tillary Street, Brooklyn Bridge: Brooklyn Bridge Pedestrian: 1  between Park Row (S) and Tillary Street, Brooklyn Bridge: Brooklyn Bridge Pedestrian: 1  between Park Row (S) and Tillary Street",,Full Street Closure,"1, 2, 3,","1, 5, 84,",40.7057,-74.0049
805889,6-HBOs The Penguin Tee Shirt Truck,09/10/2024 07:00:00 PM,09/10/2024 09:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,CANAL STREET between BROADWAY and MERCER STREET,North,Sidewalk and Curb Lane Closure,"1, 2,","1, 5,",40.7188749,-74.0011072
816495,The Diplomat Movie Premiere After Party,10/28/2024 12:01:00 AM,10/28/2024 11:30:00 PM,Street Activity Permit Office,Production Event,Manhattan,CENTRAL PARK SOUTH between GRAND ARMY PLAZA and 6 AVENUE,South,Curb Lane Only,"5, 64,","18, 22,",40.7651351,-73.9749462
814208,98th Annual Macys Thanksgiving Day Parade,11/28/2024 08:30:00 AM,11/28/2024 12:00:00 PM,Police Department,Parade,Manhattan,"CENTRAL PARK WEST between WEST   76 STREET and WEST   81 STREET,  CENTRAL PARK WEST between WEST   81 STREET and WEST   86 STREET,  WEST   77 STREET between COLUMBUS AVENUE and CENTRAL PARK WEST,  WEST   81 STREET between COLUMBUS AVENUE and CENTRAL PARK WEST,  WEST   76 STREET between COLUMBUS AVENUE and CENTRAL PARK WEST,  WEST   71 STREET between COLUMBUS AVENUE and CENTRAL PARK WEST,  WEST   74 STREET between COLUMBUS AVENUE and CENTRAL PARK WEST,  WEST   75 STREET between COLUMBUS AVENUE and CENTRAL PARK WEST,  WEST   68 STREET between CENTRAL PARK WEST and COLUMBUS AVENUE,  WEST   62 STREET between CENTRAL PARK WEST and BROADWAY,  CENTRAL PARK WEST between WEST   76 STREET and WEST   61 STREET,  CENTRAL PARK WEST between WEST   61 STREET and COLUMBUS CIRCLE,  WEST   59 STREET between COLUMBUS CIRCLE and 6 AVENUE,  COLUMBUS CIRCLE between CENTRAL PARK WEST and CENTRAL PARK SOUTH,  WEST   61 STREET between CENTRAL PARK WEST and BROADWAY,  6 AVENUE between WEST   59 STREET and WEST   34 STREET,  WEST   34 STREET between 6 AVENUE and 7 AVENUE,  7 AVENUE between WEST   33 STREET and WEST   41 STREET,  WEST   33 STREET between 6 AVENUE and 7 AVENUE,  WEST   34 STREET between 7 AVENUE and 8 AVENUE,  WEST   35 STREET between 8 AVENUE and BROADWAY,  WEST   36 STREET between 8 AVENUE and BROADWAY,  WEST   37 STREET between 8 AVENUE and BROADWAY,  WEST   38 STREET between 8 AVENUE and BROADWAY,  WEST   39 STREET between 8 AVENUE and BROADWAY,  WEST   40 STREET between 8 AVENUE and BROADWAY,  WEST   41 STREET between 8 AVENUE and BROADWAY",Both,Full Street Closure,"4, 5, 64, 7,","14, 18, 20, 22,",40.7905119,-73.9655436
815374,CFDA Awards,10/28/2024 05:00:00 PM,10/28/2024 10:00:00 PM,Street Activity Permit Office,Production Event,Manhattan,CENTRAL PARK WEST between WEST   81 STREET and WEST   77 STREET,West,Sidewalk and Curb Lane Closure,"64, 7,","20, 22,",40.7905119,-73.9655436
788138,Open Streets: Summer Streets - Manhattan 2,08/10/2024 07:00:00 AM,08/10/2024 03:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,"CENTRE STREET between PARK ROW and WORTH STREET,  LAFAYETTE STREET between READE STREET and SPRING STREET,  LAFAYETTE STREET between WORTH STREET and WANAMAKER PLACE,  4 AVENUE between ASTOR PLACE and EAST   14 STREET,  UNION SQUARE EAST between EAST   14 STREET and EAST   17 STREET,  PARK AVENUE SOUTH between EAST   17 STREET and EAST   32 STREET,  EAST  109 STREET between PARK AVENUE and 5 AVENUE,  WEST  110 STREET between DUKE ELLINGTON CIRCLE and ADAM CLAYTON POWELL BOULEVARD,  ADAM CLAYTON POWELL BOULEVARD between WEST  110 STREET and WEST  125 STREET,  PARK AVENUE between EAST   33 STREET and EAST  109 STREET,  PARK AVENUE between EAST   32 STREET and EAST   33 STREET,  5 AVENUE between EAST 109 ST and DUKE ELLINGTON CIRCLE,  READE STREET between ELK STREET and BROADWAY,  CHAMBERS STREET between CENTRE STREET and ELK STREET,  COOPER SQUARE between EAST    6 STREET and EAST    8 STREET,  ASTOR PLACE between LAFAYETTE STREET and BROADWAY,  MADISON AVENUE between EAST   23 STREET and EAST   26 STREET,  EAST   27 STREET between PARK AVENUE SOUTH and MADISON AVENUE,  EAST   41 STREET between PARK AVENUE and MADISON AVENUE,  EAST   52 STREET between MADISON AVENUE and LEXINGTON AVENUE,  EAST   53 STREET between PARK AVENUE and LEXINGTON AVENUE,  PARK AVENUE between EAST  109 STREET and EAST  110 STREET,  EAST  109 STREET between PARK AVENUE and LEXINGTON AVENUE,  WEST  124 STREET between ADAM CLAYTON POWELL JR BOULEVARD and MALCOLM X BOULEVARD,  WEST  122 STREET between ADAM CLAYTON POWELL JR BOULEVARD and MALCOLM X BOULEVARD, Astor Place Plaza (North): Astor Place Plaza (North) 8 STREET between 4 AVE and LAFAYETTE ST, Astor Place Plaza (South): Astor Place Plaza (South) EAST    8 STREET between 4 AVENUE and LAFAYETTE STREET,  EAST   26 STREET between MADISON AVENUE and LEXINGTON AVENUE,  EAST   27 STREET between PARK AVENUE SOUTH and LEXINGTON AVENUE,  CLEVELAND PLACE between SPRING STREET and KENMARE STREET,  KENMARE STREET between LAFAYETTE STREET and CLEVELAND",Full,Full Street Closure,"1, 10, 11, 2, 3, 5, 6, 64, 8,","1, 13, 14, 17, 18, 19, 22, 23, 28, 5, 6, 9,",40.7187691,-73.9993488
788142,Open Streets: Summer Streets - Manhattan 3,08/17/2024 07:00:00 AM,08/17/2024 03:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,"CENTRE STREET between PARK ROW and WORTH STREET,  LAFAYETTE STREET between READE STREET and SPRING STREET,  LAFAYETTE STREET between WORTH STREET and WANAMAKER PLACE,  4 AVENUE between ASTOR PLACE and EAST   14 STREET,  UNION SQUARE EAST between EAST   14 STREET and EAST   17 STREET,  PARK AVENUE SOUTH between EAST   17 STREET and EAST   32 STREET,  EAST  109 STREET between PARK AVENUE and 5 AVENUE,  WEST  110 STREET between DUKE ELLINGTON CIRCLE and ADAM CLAYTON POWELL BOULEVARD,  ADAM CLAYTON POWELL BOULEVARD between WEST  110 STREET and WEST  125 STREET,  PARK AVENUE between EAST   33 STREET and EAST  109 STREET,  PARK AVENUE between EAST   32 STREET and EAST   33 STREET,  5 AVENUE between EAST 109 STREET and DUKE ELLINGTON CIRCLE,  READE STREET between ELK STREET and BROADWAY,  CHAMBERS STREET between CENTRE STREET and ELK STREET,  COOPER SQUARE between EAST    6 STREET and EAST    8 STREET,  ASTOR PLACE between LAFAYETTE STREET and BROADWAY,  MADISON AVENUE between EAST   23 STREET and EAST   26 STREET,  EAST   27 STREET between PARK AVENUE SOUTH and MADISON AVENUE,  EAST   41 STREET between PARK AVENUE and MADISON AVENUE,  EAST   52 STREET between MADISON AVENUE and LEXINGTON AVENUE,  EAST   53 STREET between PARK AVENUE and LEXINGTON AVENUE,  PARK AVENUE between EAST  109 STREET and EAST  110 STREET,  EAST  109 STREET between PARK AVENUE and LEXINGTON AVENUE,  WEST  124 STREET between ADAM CLAYTON POWELL JR BOULEVARD and MALCOLM X BOULEVARD,  WEST  122 STREET between ADAM CLAYTON POWELL JR BOULEVARD and MALCOLM X BOULEVARD, Astor Place Plaza (North): Astor Place Plaza (North) 8 STREET between 4 AVE and LAFAYETTE ST, Astor Place Plaza (South): Astor Place Plaza (South) EAST    8 STREET between 4 AVENUE and LAFAYETTE STREET,  EAST   26 STREET between MADISON AVENUE and LEXINGTON AVENUE,  EAST   27 STREET between PARK AVENUE SOUTH and LEXINGTON AVENUE,  CLEVELAND PLACE between SPRING STREET and KENMARE STREET,  KENMARE STREET between LAFAYETTE STREET and CLEVEL",Full,Full Street Closure,"1, 10, 11, 2, 3, 5, 6, 64, 8,","1, 13, 14, 17, 18, 19, 22, 23, 28, 5, 6, 9,",40.7187691,-73.9993488
788125,Open Streets: Summer Streets - Manhattan 1,08/03/2024 07:00:00 AM,08/03/2024 03:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,"CENTRE STREET between PARK ROW and WORTH STREET,  LAFAYETTE STREET between READE STREET and SPRING STREET,  LAFAYETTE STREET between WORTH STREET and WANAMAKER PLACE,  4 AVENUE between ASTOR PLACE and EAST   14 STREET,  UNION SQUARE EAST between EAST   14 STREET and EAST   17 STREET,  PARK AVENUE SOUTH between EAST   17 STREET and EAST   32 STREET,  EAST  109 STREET between PARK AVENUE and 5 AVENUE,  WEST  110 STREET between DUKE ELLINGTON CIRCLE and ADAM CLAYTON POWELL BOULEVARD,  ADAM CLAYTON POWELL BOULEVARD between WEST  110 STREET and WEST  125 STREET,  PARK AVENUE between EAST   33 STREET and EAST  109 STREET,  PARK AVENUE between EAST   32 STREET and EAST   33 STREET,  5 AVENUE between EAST 109 STREET and DUKE ELLINGTON CIRCLE,  READE STREET between ELK STREET and BROADWAY,  COOPER SQUARE between EAST    6 STREET and EAST    8 STREET,  ASTOR PLACE between LAFAYETTE STREET and BROADWAY,  MADISON AVENUE between EAST   23 STREET and EAST   26 STREET,  EAST   27 STREET between PARK AVENUE SOUTH and MADISON AVENUE,  EAST   41 STREET between PARK AVENUE and MADISON AVENUE,  EAST   52 STREET between MADISON AVENUE and LEXINGTON AVENUE,  EAST   53 STREET between PARK AVENUE and LEXINGTON AVENUE,  PARK AVENUE between EAST  109 STREET and EAST  110 STREET,  EAST  109 STREET between PARK AVENUE and LEXINGTON AVENUE,  WEST  124 STREET between ADAM CLAYTON POWELL JR BOULEVARD and MALCOLM X BOULEVARD,  WEST  122 STREET between ADAM CLAYTON POWELL JR BOULEVARD and MALCOLM X BOULEVARD, Astor Place Plaza (North): Astor Place Plaza (North) 8 STREET between 4 AVE and LAFAYETTE ST, Astor Place Plaza (South): Astor Place Plaza (South) EAST    8 STREET between 4 AVENUE and LAFAYETTE STREET,  EAST   26 STREET between MADISON AVENUE and LEXINGTON AVENUE,  EAST   27 STREET between PARK AVENUE SOUTH and LEXINGTON AVENUE,  CLEVELAND PLACE between SPRING STREET and KENMARE STREET,  KENMARE STREET between LAFAYETTE STREET and CLEVELAND PLACE,  PARK AVENUE between EAST   40 STREET and EA",Full,Full Street Closure,"1, 10, 11, 2, 3, 5, 6, 64, 8,","1, 13, 14, 17, 18, 19, 22, 23, 28, 5, 9,",40.7187691,-73.9993488
809229,Breakthrough T1D Walk,10/19/2024 08:30:00 AM,10/19/2024 11:30:00 AM,Police Department,Parade,Manhattan,"CENTRE STREET between WORTH STREET and DUANE STREET,  CENTRE STREET between DUANE STREET and PARK ROW, Brooklyn Bridge: Brooklyn Bridge Pedestrian: 1  between Park Row (S) and Tillary Street, Thomas Paine Park (Foley Square): Thomas Paine Park (Foley Square)",Full,Full Street Closure,"1, 2, 3,","1, 5, 84,",40.7187691,-73.9993488
760408,Brooklyn Bridge Fun Run Walk,02/03/2024 09:00:00 AM,02/03/2024 10:00:00 AM,Street Activity Permit Office,Production Event,Manhattan,CHAMBERS STREET between BROADWAY and CENTRE STREET,South,Curb Lane Only,"1,","1, 5,",40.7129921,-74.0038204
812824,Production Parking and Line Queuing - Surrogate Court,10/04/2024 07:30:00 PM,10/04/2024 11:30:00 PM,Street Activity Permit Office,Production Event,Manhattan,"CHAMBERS STREET between CENTRE STREET and ELK STREET,  READE STREET between CENTRE STREET and ELK STREET",North,Sidewalk and Curb Lane Closure,"1,","1, 5,",40.7129921,-74.0038204
813248,Guggenheim Securities Private Event at Hall des Lumieres: 49 Chambers St.,10/24/2024 03:00:00 PM,10/24/2024 10:00:00 PM,Street Activity Permit Office,Production Event,Manhattan,CHAMBERS STREET between ELK STREET and BROADWAY,North,Curb Lane Only,"1,","1, 5,",40.7129921,-74.0038204
802556,Nylon BDG at Hall Des Lumieres 49 Chambers St,09/04/2024 08:00:00 AM,09/06/2024 10:00:00 PM,Street Activity Permit Office,Production Event,Manhattan,"CHAMBERS STREET between ELK STREET and BROADWAY,  CHAMBERS STREET between ELK STREET and BROADWAY,  READE STREET between ELK STREET and BROADWAY",North,Curb Lane Only,"1,","1, 5,",40.7129921,-74.0038204
779183,Chetrit Private Event at Hall des Lumieres: 49 Chambers St.,09/22/2024 12:01:00 AM,09/22/2024 11:59:00 PM,Street Activity Permit Office,Production Event,Manhattan,"CHAMBERS STREET between ELK STREET and BROADWAY,  CHAMBERS STREET between ELK STREET and CENTRE STREET,  READE STREET between ELK STREET and BROADWAY",North,Curb Lane Only,"1,","1, 5,",40.7129921,-74.0038204
810763,Zar Decor at Hall des Lumieres: 49 Chambers St.,09/26/2024 08:00:00 AM,09/27/2024 10:00:00 PM,Street Activity Permit Office,Production Event,Manhattan,"CHAMBERS STREET between ELK STREET and BROADWAY,  READE STREET between ELK STREET and BROADWAY",North,Curb Lane Only,"1,","1, 5,",40.7129921,-74.0038204
806620,Sabrina Interactive Coffee Shop,09/25/2024 08:00:00 AM,09/29/2024 08:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,"CHARLES STREET between WEST    4 STREET and 7 AVENUE SOUTH,  7 AVENUE SOUTH between CHARLES STREET and WEST   10 STREET",South,Curb Lane Only,"2,","6,",40.734754,-74.0040635
802863,Moonlight Studios - Production Curb Lane  1 day partial sidewalk,09/04/2024 02:00:00 PM,09/05/2024 11:30:00 PM,Street Activity Permit Office,Production Event,Manhattan,CHARLTON STREET between HUDSON STREET and VARICK STREET,South,Sidewalk and Curb Lane Closure,"2,","1,",40.7270575,-74.004495
795035,Back to School Block Party,08/31/2024 01:00:00 PM,08/31/2024 05:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,CHISUM PLACE between WEST  141 STREET and WEST  142 STREET,Full,Full Street Closure,"10,","32,",40.8174968,-73.9361625
757221,Stonewall National Monument Visitor Center Grand Opening,06/28/2024 03:30:00 PM,06/28/2024 06:17:00 PM,Street Activity Permit Office,Street Event,Manhattan,"CHRISTOPHER STREET between 7 AVENUE SOUTH and WAVERLY PLACE,  CHRISTOPHER STREET between WAVERLY PLACE and GREENWICH AVENUE,  GROVE STREET between WASHINGTON PLACE and WAVERLY PLACE,  WAVERLY PLACE between CHRISTOPHER STREET and AVENUE OF AMERICAS,  WAVERLY PLACE between WEST   10 STREET and AVENUE OF AMERICAS",Full,Full Street Closure,"2,","6,",40.7329877,-74.0069062
784882,NYC Pride Event Production,06/21/2024 12:30:00 AM,07/05/2024 11:00:00 PM,Street Activity Permit Office,Production Event,Manhattan,CHRISTOPHER STREET between GREENWICH STREET and WASHINGTON STREET,South,Curb Lane Only,"2,","6,",40.7329877,-74.0069062
806609,Elephant Blessing,09/09/2024 01:00:00 PM,09/09/2024 10:00:00 PM,Street Activity Permit Office,Production Event,Manhattan,CHRISTOPHER STREET between WASHINGTON STREET and GREENWICH STREET,South,Curb Lane Only,"2,","6,",40.7329877,-74.0069062
759947,Love Shack Fancy / The Box / Dunkin,02/13/2024 06:00:00 AM,02/13/2024 11:30:00 PM,Street Activity Permit Office,Street Event,Manhattan,CHRYSTIE STREET between RIVINGTON STREET and STANTON STREET,West,Curb Lane Only,"3,","5,",40.7203387,-73.9927336
812877,Production Parking for The Box,10/07/2024 12:30:00 AM,10/07/2024 11:00:00 PM,Street Activity Permit Office,Production Event,Manhattan,CHRYSTIE STREET between STANTON STREET and RIVINGTON STREET,West,Curb Lane Only,"3,","5,",40.7203387,-73.9927336
805535,Sukkah on Cliff,10/17/2024 12:00:00 AM,10/27/2024 12:00:00 AM,Street Activity Permit Office,Religious Event,Manhattan,CLIFF STREET between JOHN STREET and FULTON STREET,West,Curb Lane Only,"1,","1,",40.7081613,-74.0054024
747869,Columbus Avenue Fall Fair,09/08/2024 10:00:00 AM,09/08/2024 06:00:00 PM,Street Activity Permit Office,Street Festival,Manhattan,COLUMBUS AVENUE between WEST   66 STREET and WEST   72 STREET,Full,Full Street Closure,"7,","20,",40.7859216,-73.9726064
808212,Fashion Show Dinner,09/09/2024 04:00:00 PM,09/09/2024 10:00:00 PM,Street Activity Permit Office,Production Event,Manhattan,COMMERCE STREET between BARROW STREET and BEDFORD STREET,South,Sidewalk and Curb Lane Closure,"2,","6,",40.7315395,-74.0049532
779830,"ANNUAL MISSION FAIR, 2024",09/08/2024 10:30:00 AM,09/08/2024 02:30:00 PM,Street Activity Permit Office,Religious Event,Manhattan,CONVENT AVENUE between WEST  144 STREET and WEST  145 STREET,Full,Full Street Closure,"9,","30,",40.8167235,-73.9526278
797719,Back to school block party,09/07/2024 02:00:00 PM,09/07/2024 06:00:00 PM,Street Activity Permit Office,Block Party,Manhattan,CONVENT AVENUE between WEST  145 STREET and WEST  146 STREET,Full,Full Street Closure,"9,","30,",40.8167235,-73.9526278
817695,Supernatural Trial Activation,11/17/2024 10:00:00 AM,11/17/2024 06:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,COOPER SQUARE between EAST    4 STREET and EAST    5 STREET,West,Curb Lane Only,"2, 3,","9,",40.7281104,-73.9913436
804758,Body Freedom for EveryBody NYC,09/06/2024 12:00:00 PM,09/06/2024 06:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,COOPER SQUARE between EAST    5 STREET and EAST    6 STREET,East,Curb Lane Only,"3,","9,",40.7281104,-73.9913436
791243,Comedy of Errors @ Maria Hernandez Park,06/23/2024 06:30:00 PM,06/23/2024 08:00:00 PM,Street Activity Permit Office,Production Event,Manhattan,COOPER SQUARE between EAST    7 STREET and 3 AVENUE,East,Curb Lane Only,"3,","9,",40.7281104,-73.9913436
777926,Astor Place Greenmarket Tuesday,06/25/2024 08:00:00 AM,06/25/2024 06:00:00 PM,Street Activity Permit Office,Farmers Market,Manhattan,COOPER SQUARE between EAST    8 STREET and 3 AVENUE,West,Sidewalk and Curb Lane Closure,"2, 3,","9,",40.7281104,-73.9913436
799608,Planet Fashion TV,09/07/2024 11:30:00 AM,09/07/2024 09:45:00 PM,Street Activity Permit Office,Street Event,Manhattan,"CORTLAND ALLEY between WALKER ST and WHITE ST,  BROADWAY between WHITE STREET and WALKER STREET",Both,Full Street Closure,"1,","1, 5,",40.718,-73.9996
817697,Supernatural Trial Activation,11/16/2024 10:00:00 AM,11/16/2024 06:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,CROSBY STREET between PRINCE STREET and EAST HOUSTON STREET,West,Curb Lane Only,"2,","5,",40.7259475,-73.9952315
751318,MOMA/BODUM EVENT,01/11/2024 12:30:00 AM,01/15/2024 11:00:00 PM,Street Activity Permit Office,Production Event,Manhattan,CROSBY STREET between SPRING STREET and PRINCE STREET,West,Sidewalk and Curb Lane Closure,"2,","5,",40.7259475,-73.9952315
